mdl_no,order_id,subject_id,reached,express,party_direction,court_resolution,pin_cite,quote,coding_note,coder,date_coded,pass
3163,3163-order1,b2a_compensation,TRUE,TRUE,FALSE,FALSE,Part IV.B.4,Plaintiffs’ counsel expenses: This topic includes consideration of when the Court should establish a common benefit fund and enter a protocol to govern reimbursement of fees and expenses incurred by members of Plaintiffs’ leadership.,"IDENTIFIED, and the closest match to Rule 16.1(b)(2)(A)(vii) located so far, in an order that never cites the Rule. The Rule asks 'whether and when to establish a means for compensating leadership counsel'; this topic asks when to establish a common benefit fund and a reimbursement protocol for leadership fees and expenses. The 'when' framing tracks the Rule exactly.",ZL,2026-08-12,1
3163,3163-order1,b2b_vacate_modify,FALSE,FALSE,FALSE,FALSE,,,"Not raised, and the only order coded so far with no provision continuing or disturbing transferor-court orders. Part II relieves the parties from compliance with filing deadlines 'that would otherwise be applicable at this stage of the litigation,' which is about deadlines rather than about previously entered orders, so it is not coded here under application rule R3.",ZL,2026-08-12,1
3163,3163-order1,b2c_conference_schedule,TRUE,TRUE,FALSE,FALSE,Part IV.B.5,"Status conferences: This topic includes discussion of the frequency and format for periodic conferences and the duties of counsel to meet and confer prior to such conferences. The Court anticipates following a format similar to the one currently in place for MDL No. 3094, i.e., weekly telephone conferences without a set agenda and monthly in person conferences with a set agenda.","IDENTIFIED, and the first express treatment of Rule 16.1(b)(2)(C) in the coded set: MDLs 3162, 3166, and 3171 all set only the initial conference. The court describes a concrete cadence it anticipates following, borrowed from MDL 3094, but 'anticipates' leaves it open, so no resolution.",ZL,2026-08-12,1
3163,3163-order1,b2d_direct_filing,TRUE,TRUE,FALSE,TRUE,Part I; Part IV.B.7,"This Order shall govern all cases … (3) all related cases originally filed in this Court or transferred or removed to this Court. All subsequent orders of this Court with the designation “All Cases” or “All Actions” entered in MDL No. 3163 will likewise apply to all cases that are, or become, part of this MDL, regardless of whether that case was part of MDL No. 3163 when the order was entered. … This topic also includes discussion of the prompt filing of a case management order to govern direct filing and service in this MDL No. 3163.","RESOLVED but not DIRECTED, which the partial order permits. Part I fixes that directly filed cases are governed by this order and automatically by every future All Cases order, without any further motion. That is functionally the same mechanism as the automatic-consolidation clauses in MDLs 3162, 3166, and 3171, and the parties cannot alter it. What remains expressly open is the substantive direct-filing regime, which Part IV.B.7 defers to a later case management order.",ZL,2026-08-12,1
3163,3163-order1,b2e_related_actions,TRUE,TRUE,TRUE,TRUE,Part III; Part IV.B.3; Part IV.B.10,"The parties’ statements should list all pending motions in the cases included in this MDL No. 3163, as well as all related cases pending in state or federal court, together with their current status, including any discovery taken to date, to the extent known. … It also should prompt discussion of the extent to which discovery in this action can be coordinated with ongoing discovery in MDL No. 3094 and/or in various state courts.","Direction and resolution both fire from Part III, which is the mandatory part of this order. Related actions must be listed with status in the position statements, and the court has fixed the channel, the groupings (one statement for all plaintiffs, one for the Novo Nordisk defendants, one for the Eli Lilly defendants), and the deadline. Distinctive coordination posture: the related proceeding here is another MDL before the same judge, MDL 3094, and Part IV.B.2 and IV.B.10 both contemplate coordinating with it.",ZL,2026-08-12,1
3163,3163-order1,b3a_consolidated_pleadings,TRUE,TRUE,FALSE,FALSE,Part IV.B.7,"This topic is intended to prompt discussion of managing new filings (including the potential need for master pleadings) and of setting a schedule for filing, responding to, and presenting motion(s) to dismiss.",IDENTIFIED. 'Master pleadings' is this order's term for the Rule's 'consolidated pleadings.',ZL,2026-08-12,1
3163,3163-order1,b3b_factual_basis_exchange,TRUE,TRUE,FALSE,FALSE,Part IV.B.1; Part IV.B.9,"Initial census: The Court is interested in generating an initial census in this litigation in helping to manage the case from the outset. To that end, this topic will include consideration for the content and timing of the initial census in this litigation. … Desirability, timing, and requirements for Plaintiff Fact Sheets","IDENTIFIED, and the richest mechanism vocabulary in the set. Two named devices for exchanging factual-basis information, a census and plaintiff fact sheets, neither of which appears in Rule 16.1. This is the order behind the census gradient recorded at the order level: MDL 3162 asks only 'whether an initial census or some similar process would be beneficial,' while here the Court states its own interest in generating one. Still an anticipated topic, so no direction and no resolution.",ZL,2026-08-12,1
3163,3163-order1,b3c_discovery,TRUE,TRUE,TRUE,TRUE,Part II; Part III; Part IV.B.10,"Pending the initial conference and further orders of this Court, all outstanding discovery proceedings are stayed, and no further discovery shall be initiated. … including any discovery taken to date, to the extent known.","Direction comes from Part III's requirement to report discovery taken to date, not from the agenda topic. Resolution comes from the Part II stay, which the parties cannot lift through their position statements. Note that the stay itself is not coded as a direction: it tells the parties to refrain rather than to address the subject.",ZL,2026-08-12,1
3163,3163-order1,b3d_pretrial_motions,TRUE,TRUE,TRUE,TRUE,Part II; Part III; Part IV.B.7; Part IV.B.8,"this Order stays the time for Defendants to respond by motion or answer to the complaint(s), and the time for Plaintiffs to respond to any motion currently pending in any case consolidated as part of this MDL No. 3163. … The parties’ statements should list all pending motions in the cases included in this MDL No. 3163 … In general, motion practice will follow the applicable federal and local rules except as otherwise provided by future orders.",Two independent resolutions under application rule R2. Part II stays both defendants' response time and plaintiffs' time to respond to pending motions; Part IV.B.8 fixes an operative default that motion practice follows the federal and local rules unless later changed. Direction comes from Part III's requirement to list pending motions. Part IV.B.7 separately names motions to dismiss as the anticipated pleadings-stage motion.,ZL,2026-08-12,1
3163,3163-order1,b3e_settlement_facilitation,FALSE,FALSE,FALSE,FALSE,,,"Not raised. No settlement, mediation, ADR, or settlement master reference anywhere in the order.",ZL,2026-08-12,1
3163,3163-order1,b3f_magistrate_master,FALSE,FALSE,FALSE,FALSE,,,Not raised. No magistrate judge or master reference anywhere in the order.,ZL,2026-08-12,1
3163,3163-order1,b3g_principal_issues,TRUE,TRUE,TRUE,FALSE,Part III; Part IV.B.6; Part IV.B.10,Plaintiffs and Defendants shall submit to the Court by email to PAED_MDL_GLP1_RA@paed.uscourts.gov a brief written statement indicating their preliminary understanding of the facts involved in the litigation and the critical factual and legal issues.,"Mandatory, unlike most of this order. Part IV.B.6 (grouping cases by medication, manufacturer, or molecule) and Part IV.B.10 (bifurcation of certain issues for early consideration) add a sequencing dimension to the same subject. Procedural note carried forward from the order-level file: these statements are submitted by email and 'should not be filed,' so they will never appear on any docket.",ZL,2026-08-12,1
3166,3166-order1,b2a_leadership,TRUE,TRUE,TRUE,TRUE,¶ 6; ¶ 7; ¶ 8(i),"The Court anticipates appointing a plaintiffs’ lead counsel to coordinate and conduct pretrial activities. The Court requires individual applications for a lead counsel position, and any attorney who has filed an action in this MDL may apply. … The Court will appoint lead counsel as soon as possible thereafter.","Two leadership roles. ¶ 7 commits the court to appointing plaintiffs' lead counsel through a fixed application process, which the parties' statements cannot undo. ¶ 6 separately directs plaintiffs' counsel to select interim liaison counsel. Coded as a leadership role here because the order gives it a leadership title; MDL 3171 renames the functionally identical provision 'point of contact,' where it is not so coded. The divergence is nominal, not functional, and is recorded in both rows so a rebuilder can apply a functional test instead.",ZL,2026-08-12,1
3166,3166-order1,b2a_timing,TRUE,TRUE,TRUE,TRUE,¶ 7,"Applications must be filed in the master docket by January 12, 2026. … Responses or objections must be filed in the master docket by January 19, 2026. Applicants and objectors will have the opportunity to address the Court briefly in person at the initial case management conference. The Court will appoint lead counsel as soon as possible thereafter.","Express by description rather than by the Rule's label. The appointment timetable is fixed and is not open to change through the case management statements. Thirteen days from application to objection deadline, and appointment follows the January 30 conference.",ZL,2026-08-12,1
3166,3166-order1,b2a_structure,TRUE,TRUE,TRUE,FALSE,¶ 7; ¶ 8(i),"Counsel should be prepared to discuss the appropriate organization structure (e.g., steering committee) at the initial case management conference.","Structure beyond a single lead counsel is expressly deferred to the conference, both at ¶ 7 and at ¶ 8(i) ('any further needs for organizational structure'). Deferral is not resolution.",ZL,2026-08-12,1
3166,3166-order1,b2a_selection_procedure,TRUE,TRUE,TRUE,TRUE,¶ 7,"The Court requires individual applications for a lead counsel position, and any attorney who has filed an action in this MDL may apply. … Each attorney’s application must include a resume not exceeding two pages and a letter not exceeding three pages (single-spaced).","Codebook test case 1 pattern: the subject is the procedure and the court fixed it. SEVEN enumerated letter criteria here. MDL 3171 carries the same list but merges 'resources available to prosecute this litigation in a timely manner' and 'ability to maintain reasonable fees and expenses' into a single item vi, and adds a five-page case plan requirement that this order lacks. Template drift within one district, eight weeks apart.",ZL,2026-08-12,1
3166,3166-order1,b2a_periodic_review,FALSE,FALSE,FALSE,FALSE,,,"Not raised, and no incorporation clause sweeps it in. The order commits to appointing lead counsel but says nothing about reviewing the appointment.",ZL,2026-08-12,1
3166,3166-order1,b2a_responsibilities,TRUE,TRUE,TRUE,TRUE,¶ 6; ¶ 8(ii),"the responsibilities and authority of lead counsel in conducting pretrial activities, facilitating resolution of the MDL proceedings, and reporting to the court and non-leadership counsel; … liaison counsel shall be authorized to receive orders and notices from the Court, the Panel, or from the transferee court on behalf of all parties within their liaison group and shall be responsible for the preparation and transmittal of copies of such orders and notices to the parties in their liaison group.","¶ 8(ii) is the closest thing in the dataset to a verbatim rendering of Rule 16.1(b)(2)(A)(iv) and (v) in an order that never cites the Rule. Partial resolution: lead counsel's responsibilities are wholly open, but ¶ 6 fixes the interim liaison role's authority and confines it ('for the purposes of ... only'), which the parties cannot alter through their statements. MDL 3171 ¶ 9(ii) drops the reporting language from this item and MDL 3171 ¶ 7 renames the liaison role, so its counterpart row codes FALSE here.",ZL,2026-08-12,1
3166,3166-order1,b2a_communication,TRUE,TRUE,TRUE,FALSE,¶ 8(ii),"the responsibilities and authority of lead counsel in conducting pretrial activities, facilitating resolution of the MDL proceedings, and reporting to the court and non-leadership counsel;","Express, and the phrase 'reporting to the court and non-leadership counsel' tracks Rule 16.1(b)(2)(A)(v) almost word for word in an order that never cites the Rule. No resolution under pass 1 application rule R3: a provision fires court_resolution only where its operative language is about the coded subject rather than merely an instance of it. ¶ 6's notice-transmittal duty is an instance of communication but the provision is about the liaison role's authority; ¶ 14 requires substantive communication with the Court to be written and e-filed but binds all counsel rather than establishing a leadership reporting method.",ZL,2026-08-12,1
3166,3166-order1,b2a_nonleadership_limits,FALSE,FALSE,FALSE,FALSE,,,"Not raised, and no incorporation clause sweeps it in. 'Non-leadership counsel' appears at ¶ 8(ii) but only as recipients of reporting, not as a category whose activity might be limited. ¶ 11 permits plaintiffs with similar interests to agree on a single attorney to attend the conference, which is a voluntary economy rather than a court-imposed limit.",ZL,2026-08-12,1
3166,3166-order1,b2a_compensation,FALSE,FALSE,FALSE,FALSE,,,"Not raised. Two adjacent provisions considered and rejected. ¶ 6 provides that 'the expenses incurred as liaison counsel shall be shared equally by all members of the liaison group,' which allocates the cost of one narrow administrative role rather than establishing a means of compensating leadership counsel in the (b)(2)(A)(vii) sense; the same reasoning is applied to MDL 3171 ¶ 7. ¶ 7's seventh letter criterion, 'ability to maintain reasonable fees and expenses,' is a selection criterion about fee discipline. Coded FALSE under the codebook instruction to undercount when unsure; the reasoning is recorded here so a rebuilder can flip it.",ZL,2026-08-12,1
3166,3166-order1,b2b_vacate_modify,TRUE,TRUE,TRUE,TRUE,¶ 8(iv); ¶ 10; ¶ 12,"any previously entered scheduling or other orders that should be stayed or vacated; … any orders that the party requests be stayed or vacated, together with the party’s reasoning; … Any orders previously entered by a transferor court — including protective orders and evidence-preservation orders — shall remain in effect until this Court orders otherwise.","The strongest treatment of (b)(2)(B) in the set so far: an agenda item, a mandatory per-case reporting requirement with reasoning, and an operative continuation rule, all in one order that never cites the Rule. Resolution by continuation, codebook test case 3. Textual divergence: 'stayed or vacated' where Rule 16.1(b)(2)(B) says 'vacated or modified.'",ZL,2026-08-12,1
3166,3166-order1,b2c_conference_schedule,FALSE,FALSE,FALSE,FALSE,,,"Not raised, and no incorporation clause sweeps it in. ¶ 8 sets the initial case management conference for January 30, 2026, which is the Rule 16.1(a) conference rather than the 'additional' conferences (b)(2)(C) addresses.",ZL,2026-08-12,1
3166,3166-order1,b2d_direct_filing,TRUE,TRUE,TRUE,TRUE,¶ 1; ¶ 2,"Any tag-along action transferred to this Court or filed in this District will be automatically consolidated with this action without the need for future motions or orders. … To facilitate consolidation, all parties to this MDL must notify the Panel of any related or tag-along action of which they are or become aware.","Operative rather than agenda treatment: direct filing is managed by fixing what happens to actions filed in this District, without appearing as a conference topic. ¶ 1 extends the order to 'all related cases filed in the Northern District of California.' Identical to MDL 3171 ¶¶ 1-2.",ZL,2026-08-12,1
3166,3166-order1,b2e_related_actions,TRUE,TRUE,TRUE,TRUE,¶ 2; ¶ 9; ¶ 10,"The parties should also include a list of all known similar cases pending in federal or state court. … related cases pending in state or federal court, together with their current status;","Partial resolution. Whether to adopt coordination methods is left open, but the court has fixed how the existence and status of related actions will be ascertained: a list in the case management statements and a per-case entry in the member case status reports, both due January 16, 2026, on fixed page limits, plus the mandatory Panel-notification duty at ¶ 2. MDL 3171 ¶ 11 is the elaborated descendant of this provision, escalating it to a defendant-prepared dossier on a parallel state coordinated proceeding.",ZL,2026-08-12,1
3166,3166-order1,b3a_consolidated_pleadings,TRUE,TRUE,TRUE,FALSE,¶ 8(vii),whether consolidated pleadings should be prepared and a schedule for such;,"Rule 16.1(b)(3)(A) plus an added scheduling element. Unlike MDL 3171 ¶ 6, this order contains no extension of defendants' time to respond, so nothing bears on responsive pleadings at all.",ZL,2026-08-12,1
3166,3166-order1,b3b_factual_basis_exchange,TRUE,TRUE,TRUE,FALSE,¶ 8(viii),a plan and schedule for exchange of information about the factual bases for parties’ claims and defenses;,"Near-verbatim Rule 16.1(b)(3)(B) in an order that never cites the Rule. No discovery stay and no reference to Rule 26(a)(1), so nothing is fixed.",ZL,2026-08-12,1
3166,3166-order1,b3c_discovery,TRUE,TRUE,TRUE,FALSE,¶ 8(x); ¶ 10,a schedule for discovery; … and discovery taken to date.,"Materially thinner than Rule 16.1(b)(3)(C), which asks about discovery 'including difficult issues': this order asks only for a schedule, plus a report of discovery taken to date in the member case status reports. Notably, and unlike MDL 3171 ¶ 6, THIS ORDER CONTAINS NO DISCOVERY STAY. Nothing about discovery is fixed, so FALSE.",ZL,2026-08-12,1
3166,3166-order1,b3d_pretrial_motions,TRUE,TRUE,TRUE,TRUE,¶ 10; ¶ 12,"These reports must include a list of all pending motions in the member case, together with their current status; … All pending motions must be renoticed once the Court sets a schedule for such motions.","The closest express call in this order, flagged as such. There is no conference agenda item on likely future motions; MDL 3171 later adds one at ¶ 9(ix) ('a process for handling motions to remand'). Express is coded TRUE because ¶ 12 expressly contemplates the Court setting a motion schedule and requires renoticing against it, so a reader of the order alone would know pretrial motion practice is in play. Resolution under pass 1 application rule R2: ¶ 12 fixes that pending motions are renoticed on a court-set schedule, which the parties' statements cannot change.",ZL,2026-08-12,1
3166,3166-order1,b3e_settlement_facilitation,FALSE,FALSE,FALSE,FALSE,,,"Not raised, and no incorporation clause sweeps it in. The only appearance of the concept is inside the leadership item at ¶ 8(ii), 'facilitating resolution of the MDL proceedings,' which describes lead counsel's role and is coded at b2a_responsibilities. No ADR item, no settlement master, no mediation reference. MDL 3171 adds both an ADR agenda item (¶ 9(xv)) and a Special Settlement Master nomination procedure (¶ 16).",ZL,2026-08-12,1
3166,3166-order1,b3f_magistrate_master,TRUE,TRUE,TRUE,FALSE,¶ 8(xii),whether any matters should be referred to a magistrate judge or master.,Effectively verbatim Rule 16.1(b)(3)(F) in an order that never cites the Rule. No referral is made and no carve-out is stated; MDL 3171 later adds the discovery carve-out and the tentative referral to Magistrate Judge Cisneros.,ZL,2026-08-12,1
3166,3166-order1,b3g_principal_issues,TRUE,TRUE,TRUE,FALSE,¶ 8(v); ¶ 8(vi); ¶ 9; ¶ 10,priority claims and defenses likely to be presented; factual and legal threshold issues likely to be presented; … Statements also must include a summary position statement indicating their preliminary understanding of the key facts involved in the litigation and the critical factual and legal issues.,"Same sequencing vocabulary as MDL 3171: 'priority' and 'threshold' rather than the Rule's 'principal factual and legal issues.' Reinforced at the member case level by ¶ 10, which requires each party to identify 'the member case's key facts and critical factual and legal issues.'",ZL,2026-08-12,1
